"","oid","ent","sectionId"
"310",68,4,251
"311",68,5,246
"312",69,1,392
"313",69,2,421
"314",69,3,251
"315",69,4,253
"316",70,1,302
"317",70,2,277
"318",70,3,248
"319",70,4,246
"320",71,1,298
"321",71,2,299
"322",72,1,321
"323",72,2,349
"324",72,3,397
"325",72,4,398
"326",72,5,447
"327",73,1,273
"328",73,2,296
"329",73,3,301
"330",74,1,245
"331",74,2,247
"332",74,3,296
"333",74,4,300
"334",74,5,376
"335",75,1,409
"336",75,2,405
"337",75,3,421
"338",75,4,251
"339",75,5,246
"340",76,1,443
"341",76,2,370
"342",76,3,311
"343",76,4,301
"344",77,1,321
"345",77,2,251
"346",77,3,247
"347",77,4,296
"348",77,5,299
"349",78,1,252
"350",78,2,249
"351",78,3,349
"352",78,4,397
"353",78,5,400
"354",79,1,252
"355",79,2,246
"356",80,1,245
"357",80,2,247
"358",80,3,296
"359",80,4,300
"360",80,5,376
"361",81,1,273
"362",81,2,248
"363",81,3,246
"364",82,1,273
"365",82,2,296
"366",82,3,299
"367",83,1,321
"368",83,2,326
"369",83,3,327
"370",83,4,376
"371",84,1,273
"372",84,2,296
"373",84,3,300
"374",84,4,371
"375",84,5,447
"376",85,1,298
"377",85,2,277
"378",85,3,248
"379",85,4,253
"380",86,1,252
"381",86,2,249
"382",86,3,349
"383",86,4,393
"384",87,1,245
"385",87,2,247
"386",87,3,296
"387",87,4,300
"388",87,5,376
"389",88,1,409
"390",88,2,402
"391",88,3,327
"392",88,4,311
"393",88,5,299
"394",89,1,321
"395",89,2,326
"396",89,3,327
"397",89,4,376
"398",90,1,392
"399",90,2,397
"400",90,3,398
"401",90,4,447
"402",91,1,392
"403",91,2,397
"404",91,3,398
"405",91,4,447
"406",92,1,245
"407",92,2,249
"408",92,3,326
"409",92,4,327
"410",92,5,371
"411",92,6,447
"412",93,1,302
"413",93,2,277
"414",93,3,248
"415",93,4,253
"416",94,1,245
"417",94,2,247
"418",94,3,296
"419",94,4,300
"420",94,5,376
"421",95,1,245
"422",95,2,247
"423",95,3,296
"424",95,4,300
"425",95,5,376
"426",96,1,392
"427",96,2,397
"428",96,3,400
"429",97,1,392
"430",97,2,421
"431",97,3,326
"432",97,4,327
"433",97,5,311
"434",97,6,299
"435",98,1,245
"436",98,2,247
"437",98,3,296
"438",98,4,300
"439",98,5,376
"440",99,1,372
"441",99,2,311
"442",99,3,299
"443",100,1,245
"444",100,2,247
"445",100,3,296
"446",100,4,300
"447",100,5,376
"448",101,1,430
"449",101,2,397
"450",101,3,402
"451",101,4,327
"452",101,5,311
"453",101,6,299
"454",102,1,252
"455",102,2,247
"456",102,3,296
"457",102,4,299
"458",103,1,430
"459",103,2,421
"460",103,3,326
"461",103,4,286
"462",103,5,276
"463",104,1,245
"464",104,2,249
