"","oid","ent","sectionId"
"355",82,5,276
"356",83,1,372
"357",83,2,371
"358",83,3,413
"359",83,4,400
"360",84,1,430
"361",84,2,421
"362",84,3,322
"363",85,1,245
"364",85,2,249
"365",85,3,326
"366",85,4,327
"367",85,5,371
"368",85,6,447
"369",86,1,443
"370",86,2,370
"371",86,3,311
"372",86,4,301
"373",87,1,298
"374",87,2,277
"375",87,3,275
"376",87,4,334
"377",87,5,349
"378",87,6,393
"379",88,1,321
"380",88,2,349
"381",88,3,397
"382",88,4,400
"383",89,1,321
"384",89,2,326
"385",89,3,327
"386",89,4,376
"387",90,1,245
"388",90,2,247
"389",90,3,296
"390",90,4,300
"391",90,5,376
"392",91,1,252
"393",91,2,249
"394",91,3,349
"395",91,4,420
"396",92,1,321
"397",92,2,251
"398",92,3,247
"399",92,4,296
"400",92,5,299
"401",93,1,321
"402",93,2,251
"403",93,3,247
"404",93,4,296
"405",93,5,299
"406",94,1,430
"407",94,2,397
"408",94,3,398
"409",94,4,370
"410",94,5,376
"411",95,1,392
"412",95,2,421
"413",95,3,251
"414",95,4,253
"415",96,1,321
"416",96,2,251
"417",96,3,247
"418",96,4,296
"419",96,5,299
"420",97,1,273
"421",97,2,296
"422",97,3,300
"423",97,4,376
"424",98,1,245
"425",98,2,249
"426",98,3,326
"427",98,4,327
"428",98,5,371
"429",98,6,447
"430",99,1,245
"431",99,2,247
"432",99,3,296
"433",99,4,299
"434",100,1,321
"435",100,2,251
"436",100,3,247
"437",100,4,296
"438",100,5,299
"439",101,1,245
"440",101,2,247
"441",101,3,296
"442",101,4,299
"443",102,1,372
"444",102,2,371
"445",102,3,447
"446",103,1,392
"447",103,2,397
"448",103,3,398
"449",103,4,447
"450",104,1,430
"451",104,2,397
"452",104,3,398
"453",104,4,442
"454",105,1,252
"455",105,2,247
"456",105,3,296
"457",105,4,301
"458",106,1,392
"459",106,2,421
"460",106,3,326
"461",106,4,327
"462",106,5,376
"463",107,1,245
"464",107,2,249
"465",107,3,326
"466",107,4,327
"467",107,5,371
"468",107,6,447
"469",108,1,302
"470",108,2,277
"471",108,3,248
"472",108,4,253
"473",109,1,372
"474",109,2,371
"475",109,3,413
"476",109,4,400
"477",110,1,372
"478",110,2,311
"479",110,3,301
"480",111,1,443
"481",111,2,370
"482",111,3,311
"483",111,4,301
"484",112,1,245
"485",112,2,247
"486",112,3,296
"487",112,4,300
"488",112,5,376
"489",113,1,298
"490",113,2,299
"491",114,1,392
"492",114,2,397
"493",114,3,398
"494",114,4,447
"495",115,1,321
"496",115,2,251
"497",115,3,247
"498",115,4,296
"499",115,5,299
"500",116,1,321
"501",116,2,349
"502",116,3,393
"503",117,1,273
"504",117,2,248
"505",117,3,249
"506",117,4,322
"507",118,1,372
"508",118,2,371
"509",118,3,413
"510",118,4,405
"511",118,5,420
"512",119,1,392
"513",119,2,397
"514",119,3,398
"515",119,4,447
"516",120,1,245
"517",120,2,249
"518",120,3,349
"519",120,4,397
"520",120,5,400
"521",121,1,245
"522",121,2,249
"523",121,3,326
"524",121,4,329
"525",121,5,398
"526",121,6,442
"527",122,1,321
"528",122,2,349
"529",122,3,397
"530",122,4,398
"531",122,5,447
"532",123,1,252
"533",123,2,247
"534",123,3,275
"535",123,4,329
"536",123,5,398
"537",123,6,442
"538",124,1,245
"539",124,2,247
"540",124,3,296
"541",124,4,299
"542",125,1,245
"543",125,2,247
"544",125,3,296
"545",125,4,300
"546",125,5,376
"547",126,1,441
"548",126,2,413
"549",126,3,405
"550",126,4,420
"551",127,1,392
"552",127,2,421
"553",127,3,326
"554",127,4,327
"555",127,5,376
"556",128,1,245
"557",128,2,249
"558",128,3,326
"559",128,4,327
"560",128,5,371
"561",128,6,447
"562",129,1,321
"563",129,2,326
"564",129,3,327
"565",129,4,376
"566",130,1,443
"567",130,2,413
"568",130,3,405
"569",130,4,393
"570",131,1,298
"571",131,2,277
"572",131,3,248
"573",131,4,249
"574",131,5,322
"575",132,1,443
"576",132,2,370
"577",132,3,311
"578",132,4,299
"579",133,1,245
"580",133,2,247
"581",133,3,296
"582",133,4,299
"583",134,1,372
"584",134,2,371
"585",134,3,413
"586",134,4,405
"587",134,5,393
"588",135,1,430
"589",135,2,421
"590",135,3,251
"591",135,4,253
"592",136,1,443
"593",136,2,413
"594",136,3,402
"595",136,4,334
"596",136,5,322
"597",137,1,245
"598",137,2,247
"599",137,3,296
"600",137,4,299
"601",138,1,245
"602",138,2,249
"603",138,3,326
"604",138,4,327
"605",138,5,371
"606",138,6,447
"607",139,1,321
"608",139,2,349
"609",139,3,397
"610",139,4,398
"611",139,5,447
"612",140,1,321
"613",140,2,349
"614",140,3,397
"615",140,4,398
"616",140,5,447
"617",141,1,443
"618",141,2,413
"619",141,3,402
"620",141,4,334
"621",141,5,322
"622",142,1,321
"623",142,2,251
"624",142,3,247
"625",142,4,296
"626",142,5,299
"627",143,1,321
"628",143,2,251
"629",143,3,253
"630",144,1,392
"631",144,2,421
"632",144,3,326
"633",144,4,327
"634",144,5,376
"635",145,1,372
"636",145,2,311
"637",145,3,277
"638",145,4,276
"639",146,1,430
"640",146,2,421
"641",146,3,326
"642",146,4,286
"643",146,5,276
"644",147,1,273
"645",147,2,275
"646",147,3,329
"647",147,4,400
"648",148,1,430
"649",148,2,421
"650",148,3,322
"651",149,1,392
"652",149,2,421
"653",149,3,326
"654",149,4,327
"655",149,5,376
"656",150,1,409
"657",150,2,405
"658",150,3,420
"659",151,1,392
"660",151,2,397
"661",151,3,398
"662",151,4,447
"663",152,1,245
"664",152,2,253
"665",153,1,298
"666",153,2,300
"667",153,3,371
"668",153,4,447
"669",154,1,392
"670",154,2,421
"671",154,3,326
"672",154,4,327
"673",154,5,376
"674",155,1,273
"675",155,2,248
"676",155,3,249
"677",155,4,322
"678",156,1,443
"679",156,2,370
"680",156,3,311
"681",156,4,301
"682",157,1,443
"683",157,2,370
"684",157,3,311
"685",157,4,299
"686",158,1,252
"687",158,2,247
"688",158,3,296
"689",158,4,299
"690",159,1,443
"691",159,2,370
"692",159,3,311
"693",159,4,301
"694",160,1,245
"695",160,2,247
"696",160,3,296
"697",160,4,299
"698",161,1,245
"699",161,2,247
"700",161,3,296
"701",161,4,300
"702",161,5,376
"703",162,1,441
"704",162,2,447
"705",163,1,321
"706",163,2,326
"707",163,3,327
"708",163,4,376
"709",164,1,321
"710",164,2,251
"711",164,3,247
"712",164,4,276
"713",165,1,392
"714",165,2,421
"715",165,3,326
"716",165,4,327
"717",165,5,311
"718",165,6,299
"719",166,1,372
"720",166,2,371
"721",166,3,413
"722",166,4,405
"723",166,5,393
"724",167,1,443
"725",167,2,370
"726",167,3,342
"727",167,4,286
"728",167,5,248
"729",167,6,253
"730",168,1,392
"731",168,2,397
"732",168,3,398
"733",168,4,447
"734",169,1,372
"735",169,2,311
"736",169,3,277
"737",169,4,276
"738",170,1,372
"739",170,2,371
"740",170,3,442
"741",171,1,245
"742",171,2,247
"743",171,3,296
"744",171,4,300
"745",171,5,376
"746",172,1,441
"747",172,2,370
"748",172,3,376
"749",173,1,443
"750",173,2,370
"751",173,3,376
"752",174,1,302
"753",174,2,277
"754",174,3,248
"755",174,4,253
"756",175,1,252
"757",175,2,247
"758",175,3,296
"759",175,4,301
"760",176,1,321
"761",176,2,349
"762",176,3,397
"763",176,4,398
"764",176,5,447
"765",177,1,392
"766",177,2,397
"767",177,3,398
"768",177,4,447
"769",178,1,443
"770",178,2,413
"771",178,3,402
"772",178,4,334
"773",178,5,322
"774",179,1,302
"775",179,2,277
"776",179,3,276
"777",180,1,392
"778",180,2,421
"779",180,3,322
"780",181,1,409
"781",181,2,402
"782",181,3,327
"783",181,4,311
"784",181,5,299
"785",182,1,372
"786",182,2,371
"787",182,3,413
"788",182,4,400
"789",183,1,298
"790",183,2,277
"791",183,3,275
"792",183,4,334
"793",183,5,349
"794",183,6,393
"795",184,1,252
"796",184,2,247
"797",184,3,296
"798",184,4,301
"799",185,1,245
"800",185,2,249
"801",185,3,326
"802",185,4,327
"803",185,5,371
"804",185,6,447
"805",186,1,441
"806",186,2,447
"807",187,1,321
"808",187,2,326
"809",187,3,327
"810",187,4,376
"811",188,1,245
"812",188,2,247
"813",188,3,275
"814",188,4,327
"815",188,5,371
"816",188,6,447
"817",189,1,245
"818",189,2,247
"819",189,3,296
"820",189,4,299
"821",190,1,443
"822",190,2,370
"823",190,3,342
"824",190,4,286
"825",190,5,276
"826",191,1,245
"827",191,2,247
"828",191,3,275
"829",191,4,327
"830",191,5,371
"831",191,6,447
"832",192,1,392
"833",192,2,420
"834",193,1,245
"835",193,2,247
"836",193,3,296
"837",193,4,300
"838",193,5,376
"839",194,1,392
"840",194,2,397
"841",194,3,402
"842",194,4,327
"843",194,5,376
"844",195,1,441
"845",195,2,370
"846",195,3,376
"847",196,1,430
"848",196,2,421
"849",196,3,322
"850",197,1,245
"851",197,2,247
"852",197,3,275
"853",197,4,329
"854",197,5,400
"855",198,1,245
"856",198,2,247
"857",198,3,296
"858",198,4,299
"859",199,1,392
"860",199,2,397
"861",199,3,402
"862",199,4,327
"863",199,5,376
"864",200,1,392
"865",200,2,397
"866",200,3,402
"867",200,4,327
"868",200,5,311
"869",200,6,299
"870",201,1,443
"871",201,2,370
"872",201,3,376
"873",202,1,321
"874",202,2,326
"875",202,3,327
"876",202,4,311
"877",202,5,299
"878",203,1,409
"879",203,2,405
"880",203,3,420
"881",204,1,298
"882",204,2,300
"883",204,3,371
"884",204,4,447
"885",205,1,409
"886",205,2,405
"887",205,3,420
"888",206,1,252
"889",206,2,247
"890",206,3,275
"891",206,4,327
"892",206,5,371
"893",206,6,442
"894",207,1,372
"895",207,2,311
"896",207,3,299
"897",208,1,298
"898",208,2,277
"899",208,3,276
"900",209,1,430
"901",209,2,421
"902",209,3,322
"903",210,1,392
"904",210,2,397
"905",210,3,398
"906",210,4,447
"907",211,1,245
"908",211,2,247
"909",211,3,275
"910",211,4,327
"911",211,5,371
"912",211,6,447
"913",212,1,252
"914",212,2,247
"915",212,3,296
"916",212,4,299
"917",213,1,245
"918",213,2,247
"919",213,3,296
"920",213,4,299
"921",214,1,321
"922",214,2,326
"923",214,3,327
"924",214,4,311
"925",214,5,299
"926",215,1,372
"927",215,2,371
"928",215,3,413
"929",215,4,400
"930",216,1,245
"931",216,2,247
"932",216,3,296
"933",216,4,300
"934",216,5,376
"935",217,1,392
"936",217,2,397
"937",217,3,402
"938",217,4,327
"939",217,5,376
"940",218,1,372
"941",218,2,311
"942",218,3,277
"943",218,4,276
"944",219,1,392
"945",219,2,397
"946",219,3,398
"947",219,4,447
"948",220,1,392
"949",220,2,397
"950",220,3,402
"951",220,4,327
"952",220,5,376
"953",221,1,392
"954",221,2,397
"955",221,3,398
"956",221,4,447
"957",222,1,392
"958",222,2,397
"959",222,3,398
"960",222,4,447
"961",223,1,245
"962",223,2,247
"963",223,3,296
"964",223,4,300
"965",223,5,376
"966",224,1,443
"967",224,2,370
"968",224,3,311
"969",224,4,301
"970",225,1,409
"971",225,2,405
"972",225,3,420
"973",226,1,245
"974",226,2,247
"975",226,3,296
"976",226,4,299
"977",227,1,392
"978",227,2,397
"979",227,3,402
"980",227,4,327
"981",227,5,311
"982",227,6,299
"983",228,1,392
"984",228,2,397
"985",228,3,398
"986",228,4,447
"987",229,1,392
"988",229,2,397
"989",229,3,402
"990",229,4,327
"991",229,5,311
"992",229,6,301
"993",230,1,392
"994",230,2,397
"995",230,3,398
"996",230,4,447
"997",231,1,252
"998",231,2,249
"999",231,3,322
"1000",232,1,321
"1001",232,2,326
"1002",232,3,327
"1003",232,4,311
"1004",232,5,299
"1005",233,1,302
"1006",233,2,277
"1007",233,3,248
"1008",233,4,246
"1009",234,1,245
"1010",234,2,253
"1011",235,1,372
"1012",235,2,311
"1013",235,3,301
"1014",236,1,372
"1015",236,2,311
"1016",236,3,277
"1017",236,4,276
"1018",237,1,392
"1019",237,2,397
"1020",237,3,402
"1021",237,4,327
"1022",237,5,376
"1023",238,1,321
"1024",238,2,326
"1025",238,3,327
"1026",238,4,376
"1027",239,1,298
"1028",239,2,277
"1029",239,3,276
"1030",240,1,273
"1031",240,2,275
"1032",240,3,327
"1033",240,4,376
"1034",241,1,443
"1035",241,2,370
"1036",241,3,376
"1037",242,1,252
"1038",242,2,249
"1039",242,3,349
"1040",242,4,420
"1041",243,1,298
"1042",243,2,299
"1043",244,1,441
"1044",244,2,370
"1045",244,3,311
"1046",244,4,299
"1047",245,1,245
"1048",245,2,247
"1049",245,3,275
"1050",245,4,327
"1051",245,5,371
"1052",245,6,447
"1053",246,1,321
"1054",246,2,326
"1055",246,3,327
"1056",246,4,376
"1057",247,1,245
"1058",247,2,247
"1059",247,3,296
"1060",247,4,300
"1061",247,5,376
"1062",248,1,392
"1063",248,2,397
"1064",248,3,400
"1065",249,1,409
"1066",249,2,402
"1067",249,3,327
"1068",249,4,311
"1069",249,5,301
"1070",250,1,372
"1071",250,2,311
"1072",250,3,301
"1073",251,1,321
"1074",251,2,326
"1075",251,3,327
"1076",251,4,311
"1077",251,5,299
"1078",252,1,302
"1079",252,2,277
"1080",252,3,248
"1081",252,4,253
"1082",253,1,252
"1083",253,2,249
"1084",253,3,349
"1085",253,4,393
"1086",254,1,441
"1087",254,2,370
"1088",254,3,342
"1089",254,4,286
"1090",254,5,248
"1091",254,6,246
"1092",255,1,321
"1093",255,2,349
"1094",255,3,397
"1095",255,4,398
"1096",255,5,447
"1097",256,1,392
"1098",256,2,397
"1099",256,3,402
"1100",256,4,327
"1101",256,5,376
"1102",257,1,392
"1103",257,2,397
"1104",257,3,402
"1105",257,4,327
"1106",257,5,376
"1107",258,1,321
"1108",258,2,326
"1109",258,3,327
"1110",258,4,311
"1111",258,5,299
"1112",259,1,392
"1113",259,2,397
"1114",259,3,402
"1115",259,4,327
"1116",259,5,311
"1117",259,6,299
"1118",260,1,252
"1119",260,2,247
"1120",260,3,296
"1121",260,4,301
"1122",261,1,321
"1123",261,2,349
"1124",261,3,393
"1125",262,1,245
"1126",262,2,249
"1127",262,3,349
"1128",262,4,393
"1129",263,1,430
"1130",263,2,397
"1131",263,3,398
"1132",263,4,447
"1133",264,1,252
"1134",264,2,247
"1135",264,3,296
"1136",264,4,299
"1137",265,1,372
"1138",265,2,371
"1139",265,3,413
"1140",265,4,400
"1141",266,1,321
"1142",266,2,326
"1143",266,3,286
"1144",266,4,276
"1145",267,1,409
"1146",267,2,402
"1147",267,3,327
"1148",267,4,311
"1149",267,5,299
"1150",268,1,392
"1151",268,2,397
"1152",268,3,402
"1153",268,4,327
"1154",268,5,376
"1155",269,1,392
"1156",269,2,397
"1157",269,3,402
"1158",269,4,327
"1159",269,5,311
"1160",269,6,299
"1161",270,1,245
"1162",270,2,249
"1163",270,3,349
"1164",270,4,393
"1165",271,1,392
"1166",271,2,397
"1167",271,3,402
"1168",271,4,327
"1169",271,5,311
"1170",271,6,299
"1171",272,1,392
"1172",272,2,420
"1173",273,1,392
"1174",273,2,397
"1175",273,3,402
"1176",273,4,327
"1177",273,5,311
"1178",273,6,299
"1179",274,1,252
"1180",274,2,247
"1181",274,3,276
"1182",275,1,392
"1183",275,2,397
"1184",275,3,402
"1185",275,4,327
"1186",275,5,311
"1187",275,6,299
"1188",276,1,252
"1189",276,2,246
"1190",277,1,409
"1191",277,2,402
"1192",277,3,334
"1193",277,4,322
"1194",278,1,392
"1195",278,2,397
"1196",278,3,402
"1197",278,4,327
"1198",278,5,376
"1199",279,1,245
"1200",279,2,247
"1201",279,3,275
"1202",279,4,327
"1203",279,5,371
"1204",279,6,447
"1205",280,1,298
"1206",280,2,299
"1207",281,1,245
"1208",281,2,247
"1209",281,3,296
"1210",281,4,300
"1211",281,5,376
"1212",282,1,245
"1213",282,2,247
"1214",282,3,275
"1215",282,4,327
"1216",282,5,371
"1217",282,6,447
"1218",283,1,392
"1219",283,2,397
"1220",283,3,402
"1221",283,4,327
"1222",283,5,376
"1223",284,1,273
"1224",284,2,275
"1225",284,3,329
"1226",284,4,400
"1227",285,1,245
"1228",285,2,247
"1229",285,3,296
"1230",285,4,299
"1231",286,1,321
"1232",286,2,326
"1233",286,3,327
"1234",286,4,376
"1235",287,1,245
"1236",287,2,247
"1237",287,3,275
"1238",287,4,327
"1239",287,5,371
"1240",287,6,447
"1241",288,1,392
"1242",288,2,397
"1243",288,3,402
"1244",288,4,327
"1245",288,5,311
"1246",288,6,299
"1247",289,1,392
"1248",289,2,397
"1249",289,3,398
"1250",289,4,447
"1251",290,1,321
"1252",290,2,251
"1253",290,3,246
"1254",291,1,392
"1255",291,2,421
"1256",291,3,326
"1257",291,4,327
"1258",291,5,311
"1259",291,6,299
"1260",292,1,392
"1261",292,2,397
"1262",292,3,402
"1263",292,4,327
"1264",292,5,311
"1265",292,6,299
"1266",293,1,441
"1267",293,2,413
"1268",293,3,405
"1269",293,4,420
"1270",294,1,302
"1271",294,2,300
"1272",294,3,376
"1273",295,1,273
"1274",295,2,275
"1275",295,3,334
"1276",295,4,349
"1277",295,5,420
"1278",296,1,321
